date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/29/2015,Quarter5,sweing,Thursday,6,0.5,18.79,717,3960,23,0,0,0,33,0.500117677
1/29/2015,Quarter5,finishing ,Thursday,3,0.8,3.94,,960,0,0,0,0,8,0.4925
1/29/2015,Quarter5,sweing,Thursday,7,0.65,23.54,830,6600,0,0,0,0,55,0.48792
1/31/2015,Quarter5,sweing,Saturday,3,0.8,22.52,1136,6960,113,0,0,0,58,1.000457471
1/31/2015,Quarter5,sweing,Saturday,2,0.8,22.52,1397,6840,113,0,0,0,57,1.000230409
1/31/2015,Quarter5,finishing ,Saturday,2,0.8,3.94,,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,3,0.8,3.94,,960,0,0,0,0,8,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,4,0.8,3.94,,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,10,0.8,3.94,,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,1,0.75,3.94,,1800,0,0,0,0,15,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,9,0.75,3.94,,240,0,0,0,0,2,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,12,0.75,4.08,,1080,0,0,0,0,9,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,5,0.7,3.94,,240,0,0,0,0,2,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,8,0.65,3.94,,960,0,0,0,0,8,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,11,0.65,3.94,,600,0,0,0,0,5,0.971866667
1/31/2015,Quarter5,finishing ,Saturday,6,0.6,3.94,,1200,0,0,0,0,10,0.971866667
1/31/2015,Quarter5,sweing,Saturday,10,0.8,22.52,1116,6720,93,0,0,0,56,0.920236905
1/31/2015,Quarter5,sweing,Saturday,4,0.8,22.52,1432,6660,88,0,0,0,57.5,0.900537069
1/31/2015,Quarter5,sweing,Saturday,9,0.75,29.12,1082,6840,81,0,0,0,57,0.850610526
1/31/2015,Quarter5,sweing,Saturday,1,0.75,22.94,1502,6960,81,0,0,0,58,0.850362069
1/31/2015,Quarter5,sweing,Saturday,12,0.75,15.26,1209,4200,45,0,0,0,35,0.750646667
1/31/2015,Quarter5,sweing,Saturday,5,0.7,50.89,282,5880,56,0,0,0,59,0.656763743
1/31/2015,Quarter5,sweing,Saturday,11,0.65,20.1,1417,6480,49,0,0,0,54,0.650148148
1/31/2015,Quarter5,sweing,Saturday,6,0.6,18.79,799,3960,23,0,0,0,33,0.600710606
1/31/2015,Quarter5,sweing,Saturday,7,0.7,23.54,1109,6720,0,0,0,0,56,0.388830357
1/31/2015,Quarter5,sweing,Saturday,8,0.5,23.54,1144,6480,0,0,0,0,54,0.286984568
2/1/2015,Quarter1,finishing ,Sunday,8,0.65,4.15,,960,0,0,0,0,8,1.0115625
2/1/2015,Quarter1,sweing,Sunday,2,0.8,22.52,1396,6900,113,0,0,0,57.5,1.000671304
2/1/2015,Quarter1,sweing,Sunday,1,0.8,22.94,1582,3060,113,0,0,0,58.5,1.000402055
2/1/2015,Quarter1,finishing ,Sunday,1,0.75,3.94,,2280,0,0,0,0,19,0.950438596
2/1/2015,Quarter1,sweing,Sunday,3,0.8,22.52,1124,6840,100,0,0,0,57,0.950185965
2/1/2015,Quarter1,finishing ,Sunday,2,0.8,3.94,,1200,0,0,0,0,10,0.912766667
2/1/2015,Quarter1,finishing ,Sunday,7,0.7,3.94,,2160,0,0,0,0,18,0.892194444
2/1/2015,Quarter1,finishing ,Sunday,10,0.8,3.94,,1200,0,0,0,0,10,0.8865
2/1/2015,Quarter1,sweing,Sunday,10,0.8,22.52,1282,6720,75,0,0,0,56,0.850532143
2/1/2015,Quarter1,sweing,Sunday,4,0.8,22.52,1472,7020,60,0,0,0,58.5,0.85011396
2/1/2015,Quarter1,finishing ,Sunday,4,0.8,4.3,,1440,0,0,0,0,12,0.845069444
2/1/2015,Quarter1,sweing,Sunday,9,0.75,29.12,1282,6960,45,0,0,0,58,0.750593103
2/1/2015,Quarter1,sweing,Sunday,12,0.75,15.26,1276,1440,45,0,0,0,35,0.750450658
2/1/2015,Quarter1,finishing ,Sunday,12,0.75,4.08,,1080,0,0,0,0,9,0.702666667
2/1/2015,Quarter1,sweing,Sunday,11,0.7,20.1,1192,6120,75,0,0,0,54,0.700508929
2/1/2015,Quarter1,sweing,Sunday,6,0.65,18.79,881,3960,26,0,0,0,33,0.651007071
2/1/2015,Quarter1,sweing,Sunday,8,0.6,24.26,1196,6600,0,0,0,0,55,0.466821212
2/1/2015,Quarter1,sweing,Sunday,7,0.7,24.26,1400,6720,0,0,0,0,56,0.411553571
2/1/2015,Quarter1,finishing ,Sunday,6,0.6,2.9,,1200,0,0,0,0,10,0.314166667
2/2/2015,Quarter1,sweing,Monday,1,0.8,22.94,16882,7020,113,0,0,0,58.5,1.000602279
2/2/2015,Quarter1,finishing ,Monday,9,0.75,3.94,,960,0,0,0,0,8,0.994270833
2/2/2015,Quarter1,sweing,Monday,2,0.8,22.52,21385,7020,88,0,0,0,58.5,0.900158405
2/2/2015,Quarter1,sweing,Monday,3,0.8,22.52,21266,6840,70,0,0,0,57,0.90014152
2/2/2015,Quarter1,sweing,Monday,10,0.8,22.52,21540,6720,88,0,0,0,56,0.900129762
2/2/2015,Quarter1,finishing ,Monday,10,0.8,3.94,,1200,0,0,0,0,10,0.85695
2/2/2015,Quarter1,finishing ,Monday,4,0.8,4.3,,1440,0,0,0,0,12,0.809236111
2/2/2015,Quarter1,sweing,Monday,12,0.8,15.26,12261,3600,63,0,0,0,35,0.800401961
2/2/2015,Quarter1,sweing,Monday,4,0.8,22.52,23122,5940,50,0,0,0,56.5,0.800393224
2/2/2015,Quarter1,sweing,Monday,9,0.75,29.12,8992,6960,55,0,0,0,58,0.799963218
2/2/2015,Quarter1,finishing ,Monday,12,0.75,4.08,,1080,0,0,0,0,9,0.740444444
2/2/2015,Quarter1,sweing,Monday,11,0.7,20.55,9792,6480,60,0,0,0,54,0.700398148
2/2/2015,Quarter1,sweing,Monday,6,0.7,18.79,2984,3960,30,0,0,0,33,0.700354545
2/2/2015,Quarter1,finishing ,Monday,8,0.65,4.15,,960,0,0,0,0,8,0.561979167
2/2/2015,Quarter1,finishing ,Monday,1,0.75,3.94,,2280,0,0,0,0,19,0.504596491
2/2/2015,Quarter1,sweing,Monday,5,0.5,30.1,839,6960,0,0,0,0,58,0.500801724
2/2/2015,Quarter1,sweing,Monday,7,0.7,24.26,2698,6720,0,0,0,0,56,0.295307738
2/2/2015,Quarter1,finishing ,Monday,6,0.6,2.9,,1200,0,0,0,0,10,0.280333333
2/2/2015,Quarter1,sweing,Monday,8,0.65,24.26,1435,6600,0,0,0,0,55,0.260978788
2/3/2015,Quarter1,finishing ,Tuesday,2,0.8,3.94,,2400,0,0,0,0,20,1.001416667
2/3/2015,Quarter1,sweing,Tuesday,1,0.8,22.52,1500,6900,113,0,0,0,57.5,1.000018551
2/3/2015,Quarter1,sweing,Tuesday,10,0.8,22.52,1188,6720,90,0,0,0,56,0.999995238
2/3/2015,Quarter1,finishing ,Tuesday,1,0.8,3.94,,1200,0,0,0,0,10,0.99485
2/3/2015,Quarter1,finishing ,Tuesday,8,0.7,4.15,,960,0,0,0,0,8,0.976979167
2/3/2015,Quarter1,sweing,Tuesday,3,0.8,22.52,1112,6840,100,0,0,0,57,0.950185965
2/3/2015,Quarter1,sweing,Tuesday,2,0.8,22.52,1452,6960,100,0,0,0,58,0.949981609
2/3/2015,Quarter1,finishing ,Tuesday,9,0.75,3.94,,1320,0,0,0,0,11,0.919954545
2/3/2015,Quarter1,sweing,Tuesday,4,0.8,22.52,340,5460,63,0,0,0,56.5,0.800434622
2/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,1029,2040,50,0,0,0,35,0.800259023
2/3/2015,Quarter1,finishing ,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,0.778222222
2/3/2015,Quarter1,sweing,Tuesday,9,0.75,29.12,1070,6960,34,0,0,0,58,0.750593103
2/3/2015,Quarter1,sweing,Tuesday,11,0.7,25.31,946,5760,60,0,0,0,54,0.700513566
2/3/2015,Quarter1,sweing,Tuesday,6,0.7,18.79,913,4020,30,0,0,0,33.5,0.700184577
2/3/2015,Quarter1,sweing,Tuesday,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0.586465465
2/3/2015,Quarter1,sweing,Tuesday,7,0.7,24.26,1639,6720,0,0,0,0,56,0.541517857
2/3/2015,Quarter1,finishing ,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.5375
2/3/2015,Quarter1,finishing ,Tuesday,6,0.7,2.9,,960,0,0,0,0,8,0.495416667
2/3/2015,Quarter1,sweing,Tuesday,5,0.6,30.1,415,6960,0,0,0,0,58,0.415172414
2/4/2015,Quarter1,sweing,Wednesday,2,0.8,22.52,1263,6900,100,0,0,0,57.5,1.05028058
2/4/2015,Quarter1,sweing,Wednesday,3,0.8,22.52,968,6840,113,0,0,0,57,1.000230409
2/4/2015,Quarter1,sweing,Wednesday,10,0.8,22.52,1108,6720,113,0,0,0,56,0.999995238
2/4/2015,Quarter1,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259
2/4/2015,Quarter1,finishing,Wednesday,1,0.8,3.94,,1200,0,0,0,0,10,0.929183333
2/4/2015,Quarter1,finishing,Wednesday,8,0.7,4.15,,3000,0,0,0,0,25,0.915766667
2/4/2015,Quarter1,sweing,Wednesday,1,0.8,22.52,1532,6900,88,0,0,0,57.5,0.900147246
2/4/2015,Quarter1,sweing,Wednesday,12,0.8,15.26,1094,4080,38,0,0,0,34,0.800401961
2/4/2015,Quarter1,sweing,Wednesday,9,0.8,22.52,1086,6960,50,0,0,0,58,0.799963218
2/4/2015,Quarter1,finishing,Wednesday,7,0.7,3.94,,960,0,0,0,0,8,0.779791667
2/4/2015,Quarter1,finishing,Wednesday,9,0.75,3.94,,960,0,0,0,0,8,0.755166667
2/4/2015,Quarter1,sweing,Wednesday,6,0.7,18.79,941,3360,30,0,0,0,33,0.700710417
2/4/2015,Quarter1,sweing,Wednesday,7,0.7,24.26,1471,6960,0,0,0,0,58,0.700612069
2/4/2015,Quarter1,sweing,Wednesday,11,0.7,10.05,1042,6120,60,0,0,0,53,0.700278846
2/4/2015,Quarter1,sweing,Wednesday,8,0.7,29.12,1248,6840,0,0,0,0,57,0.700135088
2/4/2015,Quarter1,finishing ,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,0.687555556
2/4/2015,Quarter1,sweing,Wednesday,5,0.65,30.1,326,5820,0,90,10,0,58.5,0.650834808
2/4/2015,Quarter1,finishing,Wednesday,6,0.7,2.9,,960,0,0,0,0,8,0.531666667
2/4/2015,Quarter1,sweing,Wednesday,4,0.35,30.1,287,6060,23,150,15,0,55.5,0.350706422
2/5/2015,Quarter1,sweing,Thursday,2,0.8,22.52,1300,6780,113,0,0,0,56.5,1.000446018
2/5/2015,Quarter1,sweing,Thursday,1,0.8,22.52,1485,6900,113,0,0,0,57.5,1.000018551
2/5/2015,Quarter1,sweing,Thursday,10,0.8,22.52,1039,6720,113,0,0,0,56,0.999995238
2/5/2015,Quarter1,finishing,Thursday,2,0.8,3.94,,2640,0,0,0,0,22,0.999924242
2/5/2015,Quarter1,sweing,Thursday,3,0.8,22.52,1063,6840,100,0,0,0,57,0.950185965
2/5/2015,Quarter1,finishing,Thursday,6,0.7,2.9,,960,0,0,0,0,8,0.9425
2/5/2015,Quarter1,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.906666667
2/5/2015,Quarter1,finishing,Thursday,7,0.7,3.94,,1200,0,0,0,0,10,0.8471
2/5/2015,Quarter1,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.845458333
2/5/2015,Quarter1,sweing,Thursday,12,0.8,15.26,1083,720,38,0,0,0,34,0.800612676
2/5/2015,Quarter1,sweing,Thursday,9,0.8,29.12,1069,6960,50,0,0,0,58,0.799963218
2/5/2015,Quarter1,finishing,Thursday,10,0.8,3.94,,960,0,0,0,0,8,0.771583333
2/5/2015,Quarter1,sweing,Thursday,11,0.75,10.05,668,2520,34,0,0,0,26,0.7504
2/5/2015,Quarter1,sweing,Thursday,6,0.7,18.79,766,2760,30,0,0,0,33,0.700079032
2/5/2015,Quarter1,sweing,Thursday,5,0.7,30.1,557,6960,0,0,0,0,58,0.562212644
2/5/2015,Quarter1,sweing,Thursday,7,0.07,24.26,1608,6960,0,0,0,0,58,0.522844828
2/5/2015,Quarter1,sweing,Thursday,4,0.5,30.1,417,6360,23,0,0,1,53,0.500720126
2/5/2015,Quarter1,sweing,Thursday,8,0.7,24.26,1167,6840,0,0,0,0,57,0.496549708
2/7/2015,Quarter1,finishing,Saturday,2,0.8,3.94,,3000,0,0,0,0,25,1.050666667
2/7/2015,Quarter1,sweing,Saturday,2,0.8,22.52,1186,6900,113,0,0,0,58,1.000018551
2/7/2015,Quarter1,sweing,Saturday,3,0.8,22.52,1060,6840,100,0,0,0,57,0.950185965
2/7/2015,Quarter1,sweing,Saturday,1,0.8,22.52,1534,6780,88,0,0,0,57,0.900135693
2/7/2015,Quarter1,sweing,Saturday,10,0.8,22.52,1142,6720,88,0,0,0,56,0.900129762
2/7/2015,Quarter1,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,0.899111111
2/7/2015,Quarter1,finishing,Saturday,1,0.8,3.94,,1200,0,0,0,0,10,0.870083333
2/7/2015,Quarter1,finishing,Saturday,6,0.75,2.9,,960,0,0,0,0,8,0.845833333
2/7/2015,Quarter1,sweing,Saturday,12,0.8,15.26,1021,4080,63,0,0,0,34,0.800401961
2/7/2015,Quarter1,sweing,Saturday,9,0.8,29.12,829,6960,50,0,0,0,58,0.799963218
2/7/2015,Quarter1,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,0.771583333
2/7/2015,Quarter1,sweing,Saturday,6,0.75,18.79,813,1560,34,0,0,0,33,0.750520115
2/7/2015,Quarter1,sweing,Saturday,11,0.75,10.05,677,3240,45,0,0,0,27,0.750027778
2/7/2015,Quarter1,finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0.715766667
2/7/2015,Quarter1,sweing,Saturday,7,0.7,24.26,658,6960,0,270,45,0,58,0.662270115
2/7/2015,Quarter1,sweing,Saturday,4,0.6,30.1,486,6780,30,0,0,1,57,0.600224189
2/7/2015,Quarter1,sweing,Saturday,5,0.7,30.1,687,7500,0,0,0,0,59,0.545657673
2/7/2015,Quarter1,finishing,Saturday,4,0.8,4.3,,960,0,0,0,0,8,0.447916667
2/7/2015,Quarter1,sweing,Saturday,8,0.7,24.26,652,6840,0,300,37,0,57,0.365318713
2/8/2015,Quarter2,sweing,Sunday,2,0.8,22.52,1233,6900,113,0,0,0,57.5,1.000018551
2/8/2015,Quarter2,finishing,Sunday,7,0.7,4.15,,1440,0,0,0,0,12,0.928680556
2/8/2015,Quarter2,sweing,Sunday,10,0.8,22.52,1388,6720,88,0,0,0,56,0.9008
2/8/2015,Quarter2,sweing,Sunday,1,0.8,22.52,1615,6780,88,0,0,0,56.5,0.900135693
2/8/2015,Quarter2,sweing,Sunday,3,0.8,22.52,1283,6720,88,0,0,0,56,0.900129762
2/8/2015,Quarter2,finishing,Sunday,1,0.8,3.94,,1200,0,0,0,0,10,0.893066667
2/8/2015,Quarter2,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,0.891555556
2/8/2015,Quarter2,finishing,Sunday,2,0.8,3.94,,2160,0,0,0,0,18,0.875555556
2/8/2015,Quarter2,finishing,Sunday,8,0.7,4.15,,1800,0,0,0,0,15,0.840888889
2/8/2015,Quarter2,sweing,Sunday,12,0.8,15.26,1026,2880,63,0,0,0,34,0.800355208
2/8/2015,Quarter2,sweing,Sunday,9,0.8,29.12,909,6960,50,0,0,0,58,0.799963218
2/8/2015,Quarter2,sweing,Sunday,6,0.75,18.79,670,3960,34,0,0,0,33,0.75065101
2/8/2015,Quarter2,sweing,Sunday,11,0.75,10.05,629,3240,45,0,0,0,27,0.750027778
2/8/2015,Quarter2,sweing,Sunday,5,0.7,30.1,754,7020,0,0,0,0,58.5,0.700618234
2/8/2015,Quarter2,finishing,Sunday,6,0.75,2.9,,960,0,0,0,0,8,0.610208333
2/8/2015,Quarter2,finishing,Sunday,9,0.8,3.94,,960,0,0,0,0,8,0.607416667
2/8/2015,Quarter2,sweing,Sunday,4,0.65,30.1,712,6780,44,0,0,1,56.5,0.568259587
2/8/2015,Quarter2,sweing,Sunday,7,0.7,24.26,148,6960,0,0,0,0,58,0.355534483
2/8/2015,Quarter2,sweing,Sunday,8,0.7,24.26,154,6840,0,0,0,0,57,0.353259649
2/9/2015,Quarter2,finishing,Monday,2,0.8,3.94,,2160,0,0,0,0,18,1.057962963
2/9/2015,Quarter2,finishing,Monday,1,0.8,3.94,,1200,0,0,0,0,10,0.962016667
2/9/2015,Quarter2,sweing,Monday,10,0.8,22.52,1127,120,88,0,0,0,56,0.9008
2/9/2015,Quarter2,sweing,Monday,1,0.8,22.52,1506,3600,70,0,0,0,57,0.900509044
2/9/2015,Quarter2,sweing,Monday,2,0.8,22.52,1413,360,70,0,0,0,57,0.900477825
2/9/2015,Quarter2,finishing,Monday,6,0.75,2.9,,960,0,0,0,0,8,0.888125
2/9/2015,Quarter2,sweing,Monday,12,0.8,15.26,970,4080,63,0,0,0,34,0.800401961
2/9/2015,Quarter2,sweing,Monday,3,0.8,22.52,1271,5400,50,0,0,0,57,0.800161172
2/9/2015,Quarter2,sweing,Monday,9,0.8,29.12,1073,6960,50,0,0,0,58,0.799963218
2/9/2015,Quarter2,sweing,Monday,4,0.7,30.1,767,3300,50,0,0,1,57,0.790003236
2/9/2015,Quarter2,sweing,Monday,11,0.75,10.05,103,0,45,0,0,0,54,0.750648148
2/9/2015,Quarter2,finishing,Monday,8,0.35,4.15,,1800,0,0,0,0,15,0.707111111
2/9/2015,Quarter2,sweing,Monday,5,0.7,30.1,773,7020,40,0,0,0,58,0.700618234
2/9/2015,Quarter2,finishing,Monday,9,0.8,3.94,,960,0,0,0,0,8,0.697708333
2/9/2015,Quarter2,sweing,Monday,6,0.75,18.79,708,4080,0,0,0,0,34,0.612517157
2/9/2015,Quarter2,sweing,Monday,7,0.35,30.1,842,6960,0,0,0,1,58,0.350301724
2/9/2015,Quarter2,sweing,Monday,8,0.35,30.1,901,6960,0,0,0,1,58,0.350301724
2/9/2015,Quarter2,finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9,0.272
2/10/2015,Quarter2,finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,1.004888889
2/10/2015,Quarter2,finishing,Tuesday,2,0.8,3.94,,2160,0,0,0,0,18,0.966759259
2/10/2015,Quarter2,sweing,Tuesday,10,0.8,22.52,1268,0,88,0,0,0,56,0.90063244
2/10/2015,Quarter2,sweing,Tuesday,1,0.8,22.52,1546,0,88,0,0,0,57,0.90047076
2/10/2015,Quarter2,sweing,Tuesday,3,0.8,22.52,813,0,88,0,0,0,57,0.90047076
2/10/2015,Quarter2,sweing,Tuesday,2,0.8,22.52,1512,0,88,0,0,0,57,0.899984058
2/10/2015,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0,0,0,12,0.853666667
2/10/2015,Quarter2,sweing,Tuesday,9,0.8,29.12,1263,2160,38,0,0,0,58,0.8008
2/10/2015,Quarter2,sweing,Tuesday,12,0.8,15.26,900,4080,50,0,0,0,34,0.800401961
2/10/2015,Quarter2,finishing,Tuesday,4,0.7,4.15,,1800,0,0,0,0,15,0.796755556
2/10/2015,Quarter2,sweing,Tuesday,6,0.75,18.79,640,2400,0,0,0,0,34,0.750797009
2/10/2015,Quarter2,sweing,Tuesday,11,0.8,10.05,13,3240,34,0,0,0,54,0.750648148
2/10/2015,Quarter2,sweing,Tuesday,5,0.75,30.1,855,7020,45,0,0,0,58,0.750356125
2/10/2015,Quarter2,finishing,Tuesday,8,0.35,4.15,,960,0,0,0,0,8,0.703770833
2/10/2015,Quarter2,sweing,Tuesday,4,0.7,30.1,855,7020,40,0,0,1,58,0.700618234
2/10/2015,Quarter2,finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8,0.6895
2/10/2015,Quarter2,finishing,Tuesday,6,0.75,2.9,,960,0,0,0,0,8,0.628333333
2/10/2015,Quarter2,sweing,Tuesday,7,0.5,30.1,1025,6960,23,0,0,1,58,0.500801724
2/10/2015,Quarter2,sweing,Tuesday,8,0.5,30.1,1061,6960,30,0,0,1,58,0.393548851
2/11/2015,Quarter2,finishing,Wednesday,4,0.7,4.15,,1800,0,0,0,0,15,1.033155556
2/11/2015,Quarter2,finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,1.02
2/11/2015,Quarter2,sweing,Wednesday,2,0.8,22.52,1557,0,90,0,0,0,57.5,1.000344928
2/11/2015,Quarter2,sweing,Wednesday,1,0.8,22.52,1498,0,113,0,0,0,57,1.000065789
2/11/2015,Quarter2,finishing,Wednesday,8,0.35,4.15,,1440,0,0,0,0,12,0.994375
2/11/2015,Quarter2,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,0.912037037
2/11/2015,Quarter2,finishing,Wednesday,5,0.7,4.15,,240,0,0,0,0,2,0.87
2/11/2015,Quarter2,sweing,Wednesday,10,0.8,22.52,598,0,75,0,0,0,56,0.850364583
2/11/2015,Quarter2,sweing,Wednesday,6,0.8,18.79,656,3480,38,0,0,0,34,0.800947475
2/11/2015,Quarter2,sweing,Wednesday,12,0.8,15.26,854,4080,50,0,0,0,34,0.800401961
2/11/2015,Quarter2,sweing,Wednesday,9,0.8,29.12,609,3240,50,0,0,0,58,0.800144144
2/11/2015,Quarter2,sweing,Wednesday,5,0.75,30.1,788,7380,56,0,0,0,59.5,0.750406233
2/11/2015,Quarter2,sweing,Wednesday,8,0.6,30.1,1069,4560,30,0,0,1,58,0.714410494
2/11/2015,Quarter2,sweing,Wednesday,4,0.7,30.1,667,5940,40,0,0,1,59.5,0.700588406
2/11/2015,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,12,0.618361111
2/11/2015,Quarter2,sweing,Wednesday,7,0.6,30.1,829,3360,23,0,0,1,58,0.600070513
2/11/2015,Quarter2,finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8,0.54175
2/11/2015,Quarter2,sweing,Wednesday,3,0.8,22.52,11,6840,0,0,0,1,57,0.536901754
2/11/2015,Quarter2,sweing,Wednesday,11,0.35,11.41,434,3240,0,0,0,1,52,0.507903226
2/12/2015,Quarter2,sweing,Thursday,1,0.8,22.52,1397,0,138,0,0,0,57,1.100483918
2/12/2015,Quarter2,finishing,Thursday,4,0.7,4.15,,1800,0,0,0,0,15,1.096633333
2/12/2015,Quarter2,sweing,Thursday,2,0.8,22.52,1327,0,113,0,0,0,57.5,1.000344928
2/12/2015,Quarter2,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,0.838666667
2/12/2015,Quarter2,sweing,Thursday,12,0.8,15.26,894,4080,50,0,0,0,34,0.800401961
2/12/2015,Quarter2,finishing,Thursday,8,0.35,4.15,,1440,0,0,0,0,12,0.755486111
2/12/2015,Quarter2,sweing,Thursday,5,0.75,30.1,610,7080,56,0,0,0,59,0.750799435
2/12/2015,Quarter2,sweing,Thursday,6,0.8,18.79,779,3960,0,0,0,0,33,0.688017677
2/12/2015,Quarter2,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0.664875
2/12/2015,Quarter2,finishing,Thursday,9,0.8,3.94,,960,0,0,0,0,8,0.656666667
2/12/2015,Quarter2,sweing,Thursday,4,0.7,30.1,419,7080,0,0,0,1,59,0.637711864
2/12/2015,Quarter2,finishing,Thursday,2,0.8,3.94,,2160,0,0,0,0,18,0.601944444
2/12/2015,Quarter2,finishing,Thursday,5,0.7,4.15,,240,0,0,0,0,2,0.58
2/12/2015,Quarter2,sweing,Thursday,7,0.65,30.1,909,7080,0,0,0,1,59,0.535677966
2/12/2015,Quarter2,sweing,Thursday,11,0.5,11.41,1039,2280,0,0,0,2,55,0.50012336
2/12/2015,Quarter2,sweing,Thursday,9,0.8,29.12,14,6960,0,0,0,0,58,0.497885057
2/12/2015,Quarter2,sweing,Thursday,8,0.65,30.1,1193,7080,0,0,0,1,59,0.463403955
2/12/2015,Quarter2,sweing,Thursday,10,0.8,22.52,10,6000,0,0,0,0,50,0.441392
2/12/2015,Quarter2,sweing,Thursday,3,0.35,30.1,770,6960,0,0,0,1,58,0.350301724
2/14/2015,Quarter2,sweing,Saturday,1,0.8,22.52,1416,6840,113,0,0,0,57,1.000230409
2/14/2015,Quarter2,finishing,Saturday,7,0.7,4.15,,1800,0,0,0,0,15,0.929277778
2/14/2015,Quarter2,finishing,Saturday,4,0.75,4.15,,2400,0,0,0,0,20,0.902916667
2/14/2015,Quarter2,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,0.800888889
2/14/2015,Quarter2,sweing,Saturday,12,0.8,15.26,942,4080,63,0,0,0,34,0.800401961
2/14/2015,Quarter2,sweing,Saturday,2,0.8,22.52,674,3660,63,0,0,0,57,0.80037492
2/14/2015,Quarter2,finishing,Saturday,1,0.8,3.94,,1440,0,0,0,0,12,0.796208333
2/14/2015,Quarter2,sweing,Saturday,4,0.75,30.1,481,7140,0,0,0,1,59,0.750392157
2/14/2015,Quarter2,sweing,Saturday,5,0.75,30.1,664,7140,56,0,0,0,59,0.750392157
2/14/2015,Quarter2,finishing,Saturday,8,0.7,4.15,,960,0,0,0,0,8,0.725625
2/14/2015,Quarter2,sweing,Saturday,8,0.7,30.1,824,5160,0,0,0,1,60,0.700206125
2/14/2015,Quarter2,sweing,Saturday,7,0.7,30.1,957,7200,0,0,0,1,60,0.602
2/14/2015,Quarter2,sweing,Saturday,11,0.6,11.41,1039,2280,23,0,0,2,55,0.600447507
2/14/2015,Quarter2,sweing,Saturday,6,0.8,18.79,822,4080,0,0,0,0,34,0.557252451
2/14/2015,Quarter2,sweing,Saturday,3,0.5,30.1,1261,6960,30,0,0,1,58,0.500801724
2/14/2015,Quarter2,finishing,Saturday,6,0.8,2.9,,960,0,0,0,0,8,0.483333333
2/14/2015,Quarter2,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,0.238041667
2/15/2015,Quarter3,finishing,Sunday,1,0.8,3.94,,960,0,0,0,0,8,1.1204375
2/15/2015,Quarter3,finishing,Sunday,2,0.8,3.94,,960,0,0,0,0,8,1.108125
2/15/2015,Quarter3,sweing,Sunday,1,0.8,22.52,1420,6840,113,0,0,0,57,1.000230409
2/15/2015,Quarter3,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,0.876444444
2/15/2015,Quarter3,sweing,Sunday,12,0.8,15.26,1120,1440,50,0,0,0,34,0.800806306
2/15/2015,Quarter3,finishing,Sunday,5,0.75,4.15,,240,0,0,0,0,2,0.760833333
2/15/2015,Quarter3,sweing,Sunday,5,0.8,30.1,679,7140,0,0,0,0,59.5,0.722568627
2/15/2015,Quarter3,finishing,Sunday,11,0.6,2.9,,1200,0,0,0,0,10,0.715333333
2/15/2015,Quarter3,sweing,Sunday,7,0.7,30.1,881,7080,0,0,0,1,59,0.700632768
2/15/2015,Quarter3,sweing,Sunday,8,0.7,30.1,507,5880,40,2,10,1,59,0.700573099
2/15/2015,Quarter3,sweing,Sunday,6,0.75,18.79,814,4080,0,0,0,0,34,0.681598039
