Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar
520.922,91.2,0.307,33257.785,173.5,9.135,9.31,9.04,9.335,7.96,308973,YES,184.24,220.896,Drama,30,618,11200,0
304.724,91.2,0.307,35235.365,173.5,9.12,9.33,9.095,9.305,7.96,374897,YES,146.88,201.152,Comedy,50,703,14400,0
211.9142,91.2,0.307,35574.22,173.5,9.17,9.32,9.115,9.12,7.96,359036,NO,108.84,281.936,Thriller,42,689,24200,0
516.034,91.2,0.307,29713.695,169.5,9.125,9.31,9.06,9.1,6.96,384237,YES,,301.328,Thriller,40,677,16600,0
850.584,91.2,0.307,30724.705,158.9,9.05,9.22,9.185,9.33,7.96,312011,NO,169.4,221.36,Comedy,56,615,17000,0
1378.416,91.2,0.307,31569.065,173.5,9.235,9.405,9.28,9.23,6.96,342621,YES,146,280.8,Thriller,38,654,10000,0
434.324,91.2,0.341,22986.59,173.5,9.27,9.495,9.3,9.58,6.96,352670,YES,170.76,281.904,Thriller,53,620,23800,0
259.022,91.2,0.341,31152.44,173.5,9.27,9.46,9.305,9.39,7.96,434373,YES,133.16,264.464,Thriller,26,672,55800,1
168.0778,91.2,0.403,31202.435,171.4,9.235,9.325,9.215,9.315,6.96,316479,NO,128.88,242.752,Thriller,25,528,34400,1
308.766,91.2,0.403,38062.86,173.5,9.24,9.36,9.26,9.21,6.96,399184,YES,153,284.4,Drama,57,566,55000,1
1042.716,91.2,0.403,31980.135,173.5,9.155,9.34,9.21,9.47,6.96,474055,NO,192,222.4,Thriller,52,617,30000,0
301.014,91.2,0.403,36979.635,173.5,9.22,9.295,9.17,9.26,7.96,353054,NO,192.88,282.752,Comedy,44,552,34400,1
396.22,91.2,0.403,25708.54,173.5,9.115,9.23,9.11,9.435,7.96,233720,NO,167.16,302.864,Comedy,40,587,35800,1
593.116,91.2,0.403,28636.025,173.5,9.08,9.315,9.195,9.235,7.96,375488,NO,132.52,282.608,Thriller,58,559,32600,1
934.922,91.2,0.307,25103.045,173.5,9.13,9.25,9.05,9.255,7.96,212912,YES,120.8,241.12,Thriller,40,693,14000,1
381.692,91.2,0.321,35740.87,173.5,9.06,9.125,9.08,9.065,6.96,302506,NO,172.88,221.152,Comedy,59,588,14400,1
236.684,91.2,0.321,37674.01,164.3,9.05,9.23,8.98,9.1,7.96,335532,YES,,201.2,Thriller,35,647,15000,0
538.812,91.2,0.321,29463.72,162.6,9.135,9.305,9.095,9.165,6.96,302776,YES,172.16,301.664,Action,60,589,20800,1
1490.682,91.2,0.321,33091.135,173.5,9.02,9.155,9.075,9.15,7.96,383325,NO,169.52,241.408,Comedy,52,680,17600,1
256.246,91.2,0.282,37907.32,150,8.975,9.105,8.96,9.375,7.96,362317,NO,119.36,261.344,Comedy,26,633,16800,0
241.748,91.2,0.282,35613.105,173.5,9.035,9.095,9.06,9.095,6.96,431269,YES,120.68,262.672,Action,48,649,33400,1
160.4518,91.2,0.282,33363.33,168.8,9.01,9.215,9.06,8.965,7.96,434982,NO,165.68,202.272,Comedy,29,756,28400,0
260.964,91.2,0.386,31374.64,161.1,8.935,9.03,8.9,9.23,7.96,455145,NO,178.32,223.328,Comedy,36,581,41600,0
161.0084,91.2,0.386,33902.165,158.6,8.96,9.1,8.83,9.065,7.96,340669,NO,165.36,1622.4,Drama,29,634,26800,1
195.8424,91.2,0.416,30913.575,144.1,8.87,9.005,8.81,9.185,6.96,398327,NO,156.68,221.872,Comedy,57,638,23400,0
337.206,91.2,0.321,32752.28,168.9,8.925,9.145,9.015,9.095,7.96,349335,YES,111.32,301.328,Drama,51,674,16600,1
264.944,91.2,0.416,32424.535,133.2,8.865,9.165,8.905,9.07,6.96,401981,NO,182.08,281.632,Comedy,33,558,20400,0
773.238,91.2,0.321,34452.11,152.2,8.965,9.17,8.94,9.2,7.96,439565,NO,150.36,221.744,Drama,42,663,21800,0
167.3422,91.2,0.321,34402.115,151.6,8.94,9.07,9.005,9.11,7.96,356325,YES,170.4,241.76,Thriller,45,679,22000,0
206.7778,91.2,0.321,35440.9,169.1,9.01,9.155,8.935,8.965,7.96,354854,YES,175.8,241.52,Comedy,52,641,19000,1
189.8426,91.2,0.416,35263.14,159.6,8.86,9.105,8.92,9.005,6.96,416738,NO,181.8,222.32,Thriller,53,637,29000,0
221.246,91.2,0.416,37957.315,167.8,8.95,9.055,8.865,8.955,7.96,388831,YES,133.64,282.256,Drama,29,547,28200,0
148.881,91.2,0.416,35690.875,148.3,8.8,9.04,8.83,8.93,7.96,458882,YES,174.44,202.576,Comedy,42,538,32200,0
131.6214,91.2,0.287,35751.98,161.4,8.83,8.885,8.8,8.85,7.96,418275,NO,123.72,202.288,Action,46,615,28600,1
298.268,91.2,0.287,34485.44,168.5,8.78,8.955,8.845,8.975,7.96,420282,NO,156.68,221.872,Comedy,37,749,23400,0
243.208,91.2,0.26,36824.095,168.1,8.925,9.015,8.93,8.88,7.96,338798,NO,203.36,242.144,Action,46,769,26800,1
308.416,91.2,0.26,35890.855,166.8,8.84,9.09,8.945,9.125,6.96,404986,YES,121.84,201.536,Thriller,57,702,19200,1
323.544,91.2,0.26,34174.36,173.5,8.995,9.07,9.015,9.095,6.96,321678,NO,197.28,221.312,Comedy,60,674,16400,0
293.562,91.2,0.26,32968.925,161.4,9.075,9.195,9.065,9.025,6.96,257073,YES,191.36,281.344,Comedy,57,712,16800,1
207.8126,91.2,0.26,31257.985,167.4,9.065,9.14,8.995,9.165,6.96,334563,YES,169.12,302.048,Comedy,50,731,25600,1
461.022,91.2,0.26,32318.99,165.9,8.985,9.17,9.02,9.095,7.96,360183,NO,,241.68,Comedy,38,753,21000,0
214.4836,91.2,0.26,35585.33,170.7,8.835,9.015,8.92,9.095,6.96,373307,YES,184.84,302.736,Action,58,775,34200,1
133.3274,91.2,0.26,34546.545,173.5,8.96,9.015,8.985,9.03,7.96,393382,NO,141.92,282.368,Thriller,54,772,29600,1
219.3308,91.2,0.26,36024.175,173.5,8.855,9.1,8.9,9.19,6.96,387633,NO,132.16,282.464,Thriller,21,670,30800,0
276.046,91.2,0.26,32518.97,170.1,9.035,9.105,8.965,9.1,7.96,346747,NO,110.32,241.728,Action,34,654,21600,1
233.436,91.2,0.26,35879.745,168.3,8.9,9.15,8.995,8.98,6.96,342695,YES,106.72,241.888,Thriller,28,762,23600,0
145.7614,91.2,0.26,35224.255,169.9,8.885,8.98,8.89,9.105,7.96,401882,NO,203.96,302.384,Comedy,41,707,29800,1
218.497,91.2,0.26,34724.305,170.1,8.745,8.995,8.885,8.98,7.96,397006,YES,195.04,222.016,Comedy,37,650,25200,0
206.5818,91.2,0.287,34357.675,172.2,8.785,8.9,8.815,8.98,6.96,416481,YES,181.64,262.256,Comedy,52,680,28200,1
170.5202,91.2,0.287,35646.435,171.8,8.75,8.945,8.905,9.03,6.96,400065,YES,161.2,242.08,Comedy,27,735,26000,1
154.3544,91.2,0.287,37490.695,166.1,8.8,8.945,8.815,8.8,7.96,401512,YES,181.36,262.144,Drama,59,614,26800,0
128.8228,91.2,0.287,36968.525,171.7,8.745,8.885,8.675,8.985,6.96,390279,YES,162.08,222.432,Comedy,41,614,30400,1
121.8034,91.2,0.287,34979.835,165.3,8.76,8.87,8.815,8.82,7.96,411619,NO,134.44,302.576,Comedy,21,646,32200,0
184.9618,91.2,0.287,41068.115,172.8,8.615,8.845,8.68,8.955,6.96,407077,YES,119.12,222.848,Thriller,42,692,35600,0
210.2726,91.2,0.287,37374.04,167.6,8.75,8.9,8.625,8.73,6.96,402950,NO,117.76,282.304,Thriller,34,661,28800,0
115.0474,91.2,0.287,36246.375,160,8.695,8.79,8.63,9.015,6.96,408819,NO,155.64,282.256,Thriller,36,620,28200,1
113.3766,91.2,0.287,33196.68,161.4,8.675,8.85,8.61,8.705,6.96,369607,NO,143.08,302.032,Thriller,31,638,25400,1
184.0116,91.2,0.287,32974.48,153.8,8.57,8.755,8.595,8.52,7.96,402267,NO,177.4,262.16,Comedy,46,749,27000,0
175.0446,91.2,0.287,35002.055,157.2,8.45,8.715,8.59,8.675,7.96,425095,NO,111.96,302.384,Thriller,39,650,29800,0
156.0234,91.2,0.287,33779.955,157.9,8.63,8.76,8.6,8.575,7.96,438369,YES,108,283.2,Drama,27,727,40000,1
116.2426,91.2,0.287,37224.055,163.5,8.55,8.81,8.685,8.76,7.96,401242,YES,188.56,242.624,Thriller,29,609,32800,0
93.8622,91.2,0.287,35418.68,161.9,8.59,8.885,8.705,8.69,7.96,416540,YES,197.08,262.832,Comedy,24,630,35400,0
153.0984,91.2,0.287,35090.935,156.5,8.48,8.785,8.6,8.665,7.96,455177,NO,117.8,303.12,Thriller,22,708,39000,1
136.423,91.2,0.287,36179.715,163.4,8.47,8.695,8.58,8.65,6.96,474433,YES,176.08,303.232,Comedy,30,752,40400,1
176.7864,91.2,0.345,34490.995,138.9,8.42,8.56,8.45,8.64,7.96,456948,NO,156.56,223.424,Action,55,577,42800,0
83.272,91.2,0.345,31991.245,121.7,8.37,8.595,8.365,8.54,6.96,431316,NO,199.96,243.184,Comedy,43,660,39800,1
95.4996,91.2,0.345,33063.36,158.2,8.435,8.73,8.46,8.63,7.96,389121,YES,167.6,203.04,Comedy,21,572,38000,0
108.4456,91.2,0.416,33346.665,168,8.68,8.895,8.575,8.77,7.96,354464,NO,189.64,263.056,Action,21,506,38200,1
331.514,91.2,0.42,32918.93,144.5,8.52,8.55,8.44,8.67,6.96,383739,NO,117.64,303.056,Comedy,28,494,38200,1
281.502,91.2,0.42,31735.715,130.2,8.49,8.705,8.44,8.715,6.96,437878,NO,126.04,263.216,Comedy,27,512,40200,0
106.9758,91.2,0.42,34257.685,157.5,8.39,8.515,8.47,8.555,7.96,399291,NO,111.96,243.184,Thriller,36,638,39800,0
100.7682,91.2,0.468,34602.095,164.2,8.36,8.605,8.415,8.425,6.96,455983,YES,173.84,263.136,Action,52,475,39200,1
91.3736,91.2,0.42,35757.535,148.5,8.48,8.685,8.495,8.55,7.96,421532,YES,169.28,303.712,Action,39,635,46400,1
112.9378,91.2,0.386,38773.9,141.1,8.615,8.825,8.73,8.765,6.96,469624,YES,147.92,304.768,Action,56,630,59600,1
181.1158,91.2,0.416,30146.985,168.9,8.695,8.835,8.72,8.895,7.96,418266,NO,181.52,222.208,Action,47,498,27600,1
147.8624,91.2,0.416,34229.91,170.9,8.75,8.915,8.75,9.175,7.96,348948,YES,181.32,222.128,Drama,27,631,26600,1
117.4282,91.2,0.386,36018.62,167.1,8.71,8.85,8.76,9.075,7.96,373575,YES,122.68,282.672,Thriller,22,567,33400,0
320.468,91.2,0.386,29463.72,170.8,8.86,9.005,8.795,9.135,6.96,340338,NO,186.8,301.92,Drama,39,620,24000,1
224.66,91.2,0.386,34357.675,170.2,8.855,9.01,8.82,8.975,7.96,382809,YES,105.84,302.336,Drama,60,653,29200,1
306.674,91.2,0.386,34602.095,161.5,8.865,9.09,8.96,9.185,6.96,457225,NO,122.56,203.424,Thriller,32,632,42800,0
136.4802,91.2,0.468,34674.31,138.2,8.26,8.31,8.14,8.445,6.96,471764,NO,171.2,263.68,Thriller,22,461,46000,1
134.1636,91.2,0.468,37496.25,148.4,8.28,8.37,8.31,8.38,7.96,488266,NO,139.48,303.792,Comedy,46,470,47400,0
134.6232,91.2,0.468,39223.855,150.5,8.165,8.335,8.27,8.41,6.96,517077,NO,110,224,Drama,29,584,50000,1
76.3676,91.2,0.468,32007.91,113.8,7.795,8.055,7.875,8.075,7.96,481869,NO,192.72,283.488,Action,57,483,43600,0
67.5714,91.2,0.417,32613.405,115.4,8.035,8.22,8.115,8.185,7.96,438045,YES,162.24,243.296,Drama,31,609,41200,1
93.4734,91.2,0.417,35063.16,125.4,7.985,8.075,7.965,7.995,7.96,465487,NO,180.48,263.392,Action,51,500,42400,1
133.835,91.2,0.417,33963.27,153.3,8.225,8.33,8.12,8.235,6.96,435929,YES,171.64,243.056,Comedy,57,596,38200,1
116.7134,91.2,0.417,32802.275,126.7,8.32,8.575,8.42,8.385,6.96,451515,NO,168.24,223.296,Comedy,44,621,41200,0
23.0172,110.48,0.391,30296.97,166.2,8.95,9.215,9.02,9.175,7.98,411264,NO,120.08,282.432,Comedy,28,605,30400,1
23.6674,110.48,0.391,30074.77,171.8,8.96,9.235,9.03,9.26,6.98,351221,NO,196.8,301.12,Comedy,29,659,14000,0
24.1492,110.48,0.391,28291.615,171.5,9.015,9.2,9.025,9.115,7.98,286130,YES,183.24,201.296,Action,49,628,16200,0
22.1148,110.48,0.391,33235.565,172.3,9.02,9.155,8.97,9.12,6.98,382738,NO,141.44,282.176,Comedy,47,563,27200,0
22.2264,110.48,0.391,33235.565,157,8.875,9.09,8.94,8.88,6.98,434825,YES,178.04,263.216,Thriller,57,623,40200,0
23.4662,74.38,0.415,31702.385,127.5,8.65,8.865,8.79,8.93,8.16,441556,YES,118.72,283.488,Thriller,31,581,43600,0
25.5914,74.38,0.415,32918.93,116.1,8.725,8.93,8.805,8.78,7.16,462430,YES,175.8,223.92,Thriller,47,546,49000,0
23.5798,74.38,0.415,31496.85,102.3,8.46,8.755,8.465,8.72,8.16,394787,NO,169.24,283.696,Action,55,556,46200,1
25.792,74.38,0.415,29941.45,146.4,8.57,8.695,8.51,8.63,7.16,380129,NO,,243.152,Thriller,44,611,39400,1
25.3676,74.38,0.415,32185.67,144.1,8.48,8.705,8.47,8.56,7.16,426044,YES,107.32,282.928,Drama,55,580,36600,1
24.7824,74.38,0.415,33435.545,138.8,8.66,8.875,8.71,8.94,7.16,450933,YES,116.48,283.392,Thriller,32,546,42400,1
23.5566,74.38,0.415,30935.795,147,8.77,8.805,8.755,8.87,7.16,414921,NO,197,282.8,Drama,47,635,35000,0
24.4876,74.38,0.415,33479.985,153.2,8.68,8.765,8.59,8.97,7.16,442908,NO,124.72,282.688,Drama,54,525,33600,1
21.2526,78.86,0.427,36624.115,142.6,8.68,8.775,8.62,8.97,6.8,492480,NO,186.96,243.584,Action,27,561,44800,0
20.9054,78.86,0.427,33996.6,150.2,8.78,8.945,8.77,8.93,7.8,482875,YES,132.24,263.296,Action,20,600,41200,0
21.2152,78.86,0.427,38751.68,164.5,8.83,8.97,8.855,9.01,7.8,532239,NO,109.56,243.824,Comedy,31,576,47800,0
22.1918,78.86,0.427,37740.67,162.8,8.73,8.845,8.8,8.845,6.8,496077,YES,158.8,303.52,Comedy,47,607,44000,0
20.9482,78.86,0.427,33496.65,154.3,8.64,8.88,8.68,8.79,6.8,518438,YES,205.6,203.04,Comedy,45,604,38000,0
