Customer ID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region
LC-17050,Liz Carlisle,Consumer,60,United States,Mission Viejo,California,92691,West
CS-12490,Cindy Schnelling,Corporate,32,United States,Conroe,Texas,77301,Central
DH-13075,Dave Hallsten,Corporate,58,United States,Richmond,Kentucky,40475,South
JO-15145,Jack O'Briant,Corporate,68,United States,Philadelphia,Pennsylvania,19140,East
AH-10690,Anna Haberlin,Corporate,39,United States,New York City,New York,10024,East
HJ-14875,Heather Jas,Home Office,32,United States,Jacksonville,Florida,32216,South
MH-17455,Mark Hamilton,Consumer,49,United States,Jacksonville,North Carolina,28540,South
RD-19930,Russell D'Ascenzo,Consumer,67,United States,Austin,Texas,78745,Central
SC-20020,Sam Craven,Consumer,56,United States,Plano,Texas,75023,Central
SU-20665,Stephanie Ulpright,Home Office,30,United States,Jackson,Mississippi,39212,South
FC-14335,Fred Chung,Corporate,64,United States,Mesquite,Texas,75150,Central
RB-19330,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East
NC-18535,Nick Crebassa,Corporate,59,United States,Dallas,Texas,75217,Central
DB-12970,Darren Budd,Corporate,42,United States,Los Angeles,California,90004,West
MF-17665,Maureen Fritzler,Corporate,37,United States,Toledo,Ohio,43615,East
RM-19750,Roland Murray,Consumer,66,United States,New York City,New York,10011,East
VM-21835,Vivian Mathis,Consumer,60,United States,Newark,Delaware,19711,East
EJ-13720,Ed Jacobs,Consumer,44,United States,San Diego,California,92037,West
NC-18415,Nathan Cano,Consumer,29,United States,Jacksonville,North Carolina,28540,South
LS-17230,Lycoris Saunders,Consumer,42,United States,Dover,Delaware,19901,East
KE-16420,Katrina Edelman,Corporate,53,United States,Bristol,Tennessee,37620,South
DH-13675,Duane Huffman,Home Office,65,United States,Quincy,Massachusetts,2169,East
PF-19120,Peter Fuller,Consumer,48,United States,Gilbert,Arizona,85234,West
VT-21700,Valerie Takahito,Home Office,44,United States,Philadelphia,Pennsylvania,19143,East
MG-17695,Maureen Gnade,Consumer,33,United States,Buffalo,New York,14215,East
SP-20920,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
CS-12175,Charles Sheldon,Corporate,67,United States,Columbia,Tennessee,38401,South
DK-12895,Dana Kaydos,Consumer,47,United States,Kenosha,Wisconsin,53142,Central
KM-16660,Khloe Miller,Consumer,57,United States,Roswell,Georgia,30076,South
AA-10645,Anna Andreadi,Consumer,32,United States,Chester,Pennsylvania,19013,East
DD-13570,Dorothy Dickinson,Consumer,32,United States,Houston,Texas,77041,Central
AH-10465,Amy Hunt,Consumer,24,United States,New York City,New York,10035,East
TP-21565,Tracy Poddar,Corporate,25,United States,Aurora,Colorado,80013,West
EK-13795,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West
CR-12820,Cyra Reiten,Home Office,38,United States,New York City,New York,10035,East
SG-20890,Susan Gilcrest,Corporate,41,United States,Mcallen,Texas,78501,Central
AH-10585,Angele Hood,Consumer,34,United States,Chicago,Illinois,60623,Central
NF-18475,Neil Franzosisch,Home Office,55,United States,Rockford,Illinois,61107,Central
BS-11365,Bill Shonely,Corporate,34,United States,New York City,New York,10011,East
SH-20635,Stefanie Holloman,Corporate,57,United States,Jackson,Tennessee,38301,South
RD-19720,Roger Demir,Consumer,30,United States,Daytona Beach,Florida,32114,South
AG-10330,Alex Grayson,Consumer,51,United States,Stockton,California,95207,West
GR-14560,Georgia Rosenberg,Corporate,33,United States,San Francisco,California,94110,West
VS-21820,Vivek Sundaresam,Consumer,22,United States,Los Angeles,California,90036,West
TM-21490,Tony Molinari,Consumer,63,United States,Oklahoma City,Oklahoma,73120,Central
TS-21430,Tom Stivers,Corporate,22,United States,Los Angeles,California,90045,West
DB-13360,Dennis Bolton,Home Office,41,United States,New York City,New York,10009,East
NR-18550,Nick Radford,Consumer,21,United States,Aurora,Illinois,60505,Central
CS-11860,Cari Schnelling,Consumer,69,United States,Jacksonville,North Carolina,28540,South
MF-18250,Monica Federle,Corporate,34,United States,Los Angeles,California,90036,West
LW-17125,Liz Willingham,Consumer,55,United States,Norwich,Connecticut,6360,East
AR-10345,Alex Russell,Corporate,38,United States,Lawrence,Massachusetts,1841,East
KS-16300,Karen Seio,Corporate,53,United States,Lehi,Utah,84043,West
AB-10015,Aaron Bergman,Consumer,66,United States,Seattle,Washington,98103,West
LR-17035,Lisa Ryan,Corporate,62,United States,Philadelphia,Pennsylvania,19134,East
SS-20410,Shahid Shariari,Consumer,35,United States,Los Angeles,California,90008,West
JM-15580,Jill Matthias,Consumer,37,United States,Monroe,North Carolina,28110,South
JK-15325,Jason Klamczynski,Corporate,69,United States,Dallas,Texas,75220,Central
DM-13525,Don Miller,Corporate,18,United States,Houston,Texas,77070,Central
ML-18265,Muhammed Lee,Consumer,51,United States,Seattle,Washington,98103,West
MH-17290,Marc Harrigan,Home Office,39,United States,Los Angeles,California,90036,West
FC-14245,Frank Carlisle,Home Office,20,United States,Lakewood,Ohio,44107,East
TH-21115,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140,East
JK-16090,Juliana Krohn,Consumer,51,United States,Omaha,Nebraska,68104,Central
SB-20185,Sarah Brown,Consumer,31,United States,Concord,New Hampshire,3301,East
BG-11035,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South
BW-11065,Barry Weirich,Consumer,30,United States,Raleigh,North Carolina,27604,South
MG-18205,Mitch Gastineau,Corporate,55,United States,Jacksonville,Florida,32216,South
DO-13645,Doug O'Connell,Consumer,20,United States,Los Angeles,California,90036,West
BP-11050,Barry Pond,Corporate,65,United States,Cranston,Rhode Island,2920,East
TS-21655,Trudy Schmidt,Consumer,21,United States,Milwaukee,Wisconsin,53209,Central
EM-14200,Evan Minnotte,Home Office,52,United States,Virginia Beach,Virginia,23464,South
AO-10810,Anthony O'Donnell,Corporate,66,United States,Los Angeles,California,90045,West
MH-17440,Mark Haberlin,Corporate,47,United States,New York City,New York,10035,East
SS-20515,Shirley Schmidt,Home Office,31,United States,Louisville,Kentucky,40214,South
LD-16855,Lela Donovan,Corporate,52,United States,Chicago,Illinois,60653,Central
VP-21760,Victoria Pisteka,Corporate,35,United States,San Francisco,California,94109,West
TC-21145,Theresa Coyne,Corporate,63,United States,Lakewood,New Jersey,8701,East
IM-15055,Ionia McGrath,Consumer,40,United States,Roseville,California,95661,West
AR-10570,Anemone Ratner,Consumer,36,United States,Columbus,Georgia,31907,South
CM-12715,Craig Molinari,Corporate,53,United States,Huntsville,Texas,77340,Central
FW-14395,Fred Wasserman,Corporate,41,United States,Huntsville,Alabama,35810,South
LC-16960,Lindsay Castell,Home Office,57,United States,Arlington,Virginia,22204,South
HE-14800,Harold Engle,Corporate,31,United States,Chicago,Illinois,60623,Central
BD-11560,Brendan Dodson,Home Office,54,United States,Fresno,California,93727,West
HD-14785,Harold Dahlen,Home Office,32,United States,Philadelphia,Pennsylvania,19143,East
CJ-11875,Carl Jackson,Corporate,64,United States,Philadelphia,Pennsylvania,19140,East
RS-19870,Roy Skaria,Home Office,39,United States,Burlington,Iowa,52601,Central
SC-20845,Sung Chung,Consumer,69,United States,Arlington Heights,Illinois,60004,Central
RE-19405,Ricardo Emerson,Consumer,35,United States,Kent,Ohio,44240,East
SM-20905,Susan MacKendrick,Consumer,46,United States,Newark,Ohio,43055,East
